,English,Arabic,Russian,Spanish,WikiData_id,Entity_name,Occupation_name,Perceived_gender,url
244,He assumed the title of Duke of Normandy in the summer of 1144.,"توليه لقب ""دوق نورماندي"" في صيف عام 1144.",Летом 1144 года он принял титул герцога Нормандии.,Asumió el título de Duque de Normandía en el verano de 1144.,Q111490,"Geoffrey Plantagenet, Count of Anjou",['aristocrat'],male,"https://en.wikipedia.org/wiki/Geoffrey_Plantagenet,_Count_of_Anjou"
245,Don Jaime died in St. Gall Cantonal Hospital in Switzerland on 20 March 1975.,توفي دون خايمي في مستشفى سانت غالن المركزي في سويسرا في 20 مارس 1975.,Дон Хайме скончался в госпитале Санкт-Галлена в Швейцарии 20 марта 1975 года.,"Jaime de Borbón murió en el Hospital cantonal de San Galo, Suiza, el 20 de marzo de 1975.",Q703780,"Infante Jaime, Duke of Segovia",['aristocrat'],male,"https://en.wikipedia.org/wiki/Infante_Jaime,_Duke_of_Segovia"
246,"Charles Amadeus served in the Army of Flanders in 1645, and in the following year commanded the light cavalry at the siege of Kortrijk.",كان شارل أميدي يخدم في قوات فلاندرز التابعة في 1645، وفي العام التالي قاد سلاح الفرسان الخفيف في حصار كورتريك.,"Карл Амадей служил в армии Фландрии в 1645 году, а в следующем году командовал легкой кавалерией при осаде Кортрейка.",Charles Amadeus sirvió en el Ejército de Flandes en 1645 y en el siguiente año comandó a la caballería ligera en el sitio de Kortrijk.,Q647664,"Charles Amadeus, Duke of Nemours",['aristocrat'],male,"https://en.wikipedia.org/wiki/Charles_Amadeus,_Duke_of_Nemours"
247,Osmanoğlu was married to Yüsra Hanım and was childless.,تزوج عثمان أوغلو من يسرى خانم أفندي ، ولم يُرزقا بأولاد.,"Дюндар был женат на Юсре Ханым , детей нет.",Osmanoğlu estaba casado con Yüsra Hanım  y no tuvieron hijos.,Q2073498,Dündar Aliosman,['aristocrat'],male,https://en.wikipedia.org/wiki/D%C3%BCndar_Ali_Osman
248,"Conrad I  was count of Luxembourg , succeeding his father Giselbert of Luxembourg.",كونراد الأول؛ كان كونت لوكسمبورغ خلفاً لـ والده جيزلبرت من لوكسمبورغ.,"Конрад I был герцогом Люксембургским, сыном Гизельберта Люксембургского.","Conrado I  fue conde de Luxemburgo , sucediendo a su padre Giselberto de Luxemburgo.​",Q749731,"Conrad I, Count of Luxembourg",['aristocrat'],male,"https://en.wikipedia.org/wiki/Conrad_I,_Count_of_Luxembourg"
249,"Amadeus IX , nicknamed the Happy, was the Duke of Savoy from 1465 to 1472.",أماديو التاسع؛ الملقب بـ السعيد، هو دوق سافوي من 1465 حتى 1472.,Амадей IX Савойский Счастливый  — герцог Савойский в 1465—1472 годах.,"Amadeo IX , llamado El Feliz, fue Duque de Saboya desde 1465 hasta 1472.",Q373236,"Amadeus IX, Duke of Savoy",['aristocrat'],male,"https://en.wikipedia.org/wiki/Amadeus_IX,_Duke_of_Savoy"
250,"William Parker, 13th Baron Morley, 4th Baron Monteagle  was an English peer, best known for his role in the discovery of the Gunpowder Plot.",ويليام باركر، بارون مورلي الثالث عشر، بارون مونتيغل الرابع هو نبيلٌ إنجليزي، اشتهر بدوره في اكتشاف مؤامرة البارود.,"Уильям Паркер, 13-й барон Морли, 4-й барон Монтигл  — английский государственный деятель, известный благодаря своей роли в раскрытии Порохового заговора.","William Parker, XIII barón de Morley, IV barón de Monteagle  fue un par inglés, más conocido por su papel en el descubrimiento de la Conspiración de la pólvora.",Q3568869,"William Parker, 4th Baron Monteagle",['aristocrat'],male,"https://en.wikipedia.org/wiki/William_Parker,_4th_Baron_Monteagle"
251,Christian of Saxe-Eisenberg  was a duke of Saxe-Eisenberg.,كريستيان من ساكس-أيزنبرغ كان دوق ساكس-أيزنبرغ.,Кристиан Саксен-Эйзенбергский  — единственный герцог Саксен-Эйзенберга.,Cristián de Sajonia-Eisenberg  fue un duque de Sajonia-Eisenberg.,Q132455,"Christian, Duke of Saxe-Eisenberg",['aristocrat'],male,"https://en.wikipedia.org/wiki/Christian,_Duke_of_Saxe-Eisenberg"
252,"Al-Qasim al-Ma'mun ibn Hammud  was an Arab Caliph of Córdoba in Muslim Spain for two periods, 1018 to 1021, and again for a short time in 1023.",كان القاسم المأمون بن حمود الخليفة العربي لقرطبة في إسبانيا المسلمة لفترتين، 1018 إلى 1021، ومرة أخرى لفترة قصيرة في 1023.,"Аль-Касим аль-Мамун —  арабскийй калиф Кордобы в мусульманской Испании в течение двух правлений, с 1018 по 1021, и затем снова на некоторое время а 1023 году.","Al-Qasim al-Ma'mun ibn Hammud fue un califa árabe de Córdoba en la España musulmana durante dos periodos, de 1018 a 1021, y de nuevo durante un breve periodo en 1023.",Q285574,Al-Qasim al-Ma'mun,['aristocrat'],male,https://en.wikipedia.org/wiki/Al-Qasim_al-Ma%27mun
253,"Roger III , of the House of Hauteville, was the eldest son and heir of King Tancred of Sicily and Queen Sibylla.",روجر الثالث، من آل هوتفيل، كان ابن ووريث تانكريد من صقلية والملكة سيبيلا.,"Рожер, из дома Хотевиль,  — старший сын Танкреда, короля Сицилийского королевства, и Сибиллы Ачерра.","Rogelio III, de la casa de Altavilla, fue el hijo primogénito y heredero del rey Tancredo de Sicilia y de la reina Sibila.",Q736421,Roger III of Sicily,['aristocrat'],male,https://en.wikipedia.org/wiki/Roger_III_of_Sicily
254,"On 25 May 1589, he married Eleonore of Württemberg .",يوم 25 مايو 1589، تزوج من إليانوره فورتمبيرغ .,25 мая 1589 года Георг женился на герцогине Элеоноре Вюртембергской.,"El 25 de mayo de 1589, se casó con Leonor de Wurtemberg .",Q283548,"George I, Landgrave of Hesse-Darmstadt",['aristocrat'],male,"https://en.wikipedia.org/wiki/George_I,_Landgrave_of_Hesse-Darmstadt"
255,"Infante João of Viseu   was the older son of Infante Fernando, Duke of Viseu and of his wife Infanta Beatrice of Portugal.",انفانتي جواو من فيسيو هو أبن البكر لـ انفانتي فرناندو، دوق فيسيو و زوجته انفانتا بياتريس من البرتغال.,"Старший сын инфанта Фернанду Португальского , 1-го герцога Бежа, и Беатрис Португальской .","El infante Juan de Viseu fue el hijo primogénito del infante Fernando, duque de Viseu, y de su esposa, la infanta Beatriz de Portugal.",Q6028987,"Infante John, Duke of Viseu",['aristocrat'],male,"https://en.wikipedia.org/wiki/Jo%C3%A3o,_Duke_of_Viseu"
256,Louis III was Grand Duke of Hesse and by Rhine from 1848 until his death in 1877.,كان لويس الثالث دوق هسن الأكبر ‏من 1848 حتي وفاته عام 1877.,Лю́двиг III Ге́ссенский  — великий герцог Гессенский и Прирейнский в 1848—1877 годах.,Luis III  fue el gran duque del Hesse y del Rin desde 1848 hasta su muerte en 1877.,Q57508,"Louis III, Grand Duke of Hesse",['aristocrat'],male,"https://en.wikipedia.org/wiki/Louis_III,_Grand_Duke_of_Hesse"
257,In the years 1619-1621 he completed his Cavalierstour  with his younger brother Johann Frederick.,في السنوات 1619-1621 أنهى جولته دراسية مع شقيقه الأصغر يوهان فريدرخ .,В 1619—1621 годах вместе с братом Иоганном Фридрихом совершил путешествие по Швейцарии и Франции.,Entre los años 1619-1621 completó su Cavalierstour  con su hermano menor Juan Federico.,Q69468,"Albert IV, Duke of Saxe-Eisenach",['aristocrat'],male,"https://en.wikipedia.org/wiki/Albert_IV,_Duke_of_Saxe-Eisenach"
258,"After the death of Aistulf in 756, he tried once again to reign over the Lombards.",بعد وفاة أيستولف عام 756 حاول مرة أخرى حكم اللومبارد.,После смерти Айстульфа в 756 году он снова попытался вернуть себе власть над Лангобардским королевством.,"Después de la muerte de Astolfo en 756, intentó reinar de nuevo sobre los lombardos.",Q312624,Ratchis,['aristocrat'],male,https://en.wikipedia.org/wiki/Ratchis
259,Prince Frederick William of Great Britain  was a grandchild of King George II and the youngest brother of King George III.,الأمير فريدريك ‏من المملكة البريطانية فهو حفيد جورج الثاني ملك بريطانيا العظمى والأخ الأصغر للملك جورج الثالث.,"Принц Фредерик , член Британской королевской семьи, внук короля Георга II и младший брат Георга III.",El príncipe Federico Guillermo de Gran Bretaña era nieto del Rey Jorge II y hermano menor del Rey Jorge III.,Q145654,Prince Frederick of Great Britain,['aristocrat'],male,https://en.wikipedia.org/wiki/Prince_Frederick_of_Great_Britain
260,"In Darmstadt on 1 March 1676, Henry married Marie Elisabeth of Hesse-Darmstadt, daughter of Louis VI of Hesse-Darmstadt.",في دارمشتات في 1 مارس 1676 تزوج هنري من ماري إليزابيث من هسن-دارمشتات ابنة لويس السادس، هسن-دارمشتات.,"1 марта 1676 года в Дармштадте Генрих женился на Марии Елизавете Гессен-Дармштадтской, дочери ландграфа Гессен-Дармштадта Людвига VI.","En Darmstadt el 1 de marzo de 1676, Enrique contrajo matrimonio con María Isabel de Hesse-Darmstadt, hija de Luis VI de Hesse-Darmstadt.",Q68922,"Henry, Duke of Saxe-Römhild",['aristocrat'],male,"https://en.wikipedia.org/wiki/Henry,_Duke_of_Saxe-R%C3%B6mhild"
261,"The princess eventually recovered, but the Prince Imperial died of convulsions at 04:20 on 10 January.",وقد تعافت اﻷميرة ولكن الأمير مات بسبب التشنجات في العاشر من يناير الساعة 4:20.,"Принцесса Изабелла быстро шла на поправку, принц же умер от судорог, в 4:20 утра 10 января.","La princesa se recuperó, pero el Príncipe Imperial murió de convulsiones a las 04:20 del 10 de enero.",Q2459965,"Pedro, Prince Imperial of Brazil",['aristocrat'],male,"https://en.wikipedia.org/wiki/Pedro_Afonso,_Prince_Imperial_of_Brazil"
262,"The Emperor wrote to his brother-in-law Dom Fernando II, King-consort of Portugal: ""By the time you receive this, you will certainly have learnt of the grievous loss I have undergone ... God who has made me pass through so hard a testing, will in his mercy give me grounds to console my sorrows.""","وقام الإمبراطور بمراسلة صهره دوم فرناندو الثاني، رفيق ملك البرتغال، قائلاً:"" عندما يصلك هذا الخطاب فإنك سوف تعلم بخسارتى الفادحة، لقد امتحنني الرب في هذا الاختبار الصعب ورحمته سوف تواسيني في هذه المحنة"".","Император сообщал своему родственнику, королю-консорту Португалии Фердинанду II: «К тому времени, когда Вы получите это письмо, Вы уже будете знать, что моя семья перенесла великое горе…Бог послал нам столько испытаний, и я надеюсь на его милость утешить мои печали».","El emperador le escribió a su cuñado Don Fernando II, rey consorte de Portugal: ""Para cuando recibas esto, seguramente te habrás enterado de la dolorosa pérdida que he sufrido... Dios que ha hecho pasaré por una prueba tan dura, que en su misericordia me dará motivos para consolar mis dolores"".",Q2459965,"Pedro, Prince Imperial of Brazil",['aristocrat'],male,"https://en.wikipedia.org/wiki/Pedro_Afonso,_Prince_Imperial_of_Brazil"
263,"Fireworks entertained the crowds, and a band shell that could hold more than a hundred musicians was raised for the festivities that followed.",وساعدت الألعاب النارية في تسلية الحضور والمسرح الذي يضم أكثر من مئات الموسيقين أقيم ﻷجل الاحتفالات التالية.,"Для толпы, собравшейся на праздник, был устроен фейерверк и организована открытая сцена, на которой выступили более ста музыкантов.",Los fuegos artificiales entretuvieron a la multitud y una concha de banda que podía albergar a más de un centenar de músicos se levantó para las festividades que siguieron.,Q2459965,"Pedro, Prince Imperial of Brazil",['aristocrat'],male,"https://en.wikipedia.org/wiki/Pedro_Afonso,_Prince_Imperial_of_Brazil"
264,"During the imperial family's stay at the rural estate, Pedro Afonso and his sister Isabel were struck by fever.",وأثناء إقامة العائلة المالكة بالمنطقة الريفية أصيب بيدرو أفونسو وشقيقته إيزابيل بالحمى.,"Находясь в сельской местности, принц Педру Афонсо и его сестра Изабелла заболели лихорадкой.","Durante la estancia de la familia imperial en la finca rural, Pedro y su hermana Isabel sufrieron fiebre.",Q2459965,"Pedro, Prince Imperial of Brazil",['aristocrat'],male,"https://en.wikipedia.org/wiki/Pedro_Afonso,_Prince_Imperial_of_Brazil"
265,"Writer Manuel de Araújo Porto Alegre  considered the birth of Pedro Afonso a ""triumph"" that had secured the succession.","واعتبر الكاتب مانويل دي أرجو بورتو أليغاري ميلاد بيدرو أفونسو""انْتِصارًا"" أنقذ الخلافة.","Поэт Мануэль де Араужо Порту-алегре назвал рождения наследника «триумфом» в императорском доме, который обеспечит продолжение династии.","El escritor Manuel de Araújo Porto Alegre  consideró el nacimiento de Pedro Alfonso un ""triunfo"" que había asegurado la sucesión.",Q2459965,"Pedro, Prince Imperial of Brazil",['aristocrat'],male,"https://en.wikipedia.org/wiki/Pedro_Afonso,_Prince_Imperial_of_Brazil"
266,"Amadeus VII , known as the Red Count, was count of Savoy from 1383 to 1391.",أماديو السابع، والمعروف بـ الكونت الأحمر، كان كونت سافوي من 1383 حتى 1391.,Амадей VII Красный — граф Савойский с 1383 по 1391 год.,"Amadeo VII , llamado el Conde Rojo fue conde de Saboya desde 1383 hasta 1391.",Q451998,"Amadeus VII, Count of Savoy",['aristocrat'],male,"https://en.wikipedia.org/wiki/Amadeus_VII,_Count_of_Savoy"
267,"He married Bonne of Berry, daughter of John, Duke of Berry, who was the younger brother of King Charles V of France.",تزوج أماديو من بون دي بيري أبنة جان، دوق بيري الشقيق الأصغر لـ شارل الخامس ملك فرنسا.,"В 1377 году он женился на Бонне Беррийской, дочери Жана Валуа, герцога Беррийского, младшего брата Шарля Пятого.","Se casó con Bona de Berry, hija de Juan, Duque de Berry, quien era el hermano menor del Rey Carlos V de Francia.",Q451998,"Amadeus VII, Count of Savoy",['aristocrat'],male,"https://en.wikipedia.org/wiki/Amadeus_VII,_Count_of_Savoy"
268,He also had eight illegitimate children by two mistresses.,كما أنجب ثمانية أطفال غير شرعيين من عشيقتين.,Филипп также имел восьмерых детей от двух любовниц.,Felipe tuvo también otros 8 niños ilegítimos de 2 amantes.,Q461667,"Philip II, Duke of Savoy",['aristocrat'],male,"https://en.wikipedia.org/wiki/Philip_II,_Duke_of_Savoy"
269,"Philip II , surnamed the Landless, was the Duke of Savoy for a brief reign from 1496 to 1497.",فيليبو الثاني المعروف بـبلا أرض؛ كان لفترة وجيزة دوق سافوي من 1496 حتى 1497.,"Фили́пп II Саво́йский , по прозвищу Безземельный — герцог Савойский в коротком правлении с 1496 по 1497 год.","Felipe II , llamado el sin tierras fue Duque de Saboya durante un corto período desde 1496 hasta 1497.",Q461667,"Philip II, Duke of Savoy",['aristocrat'],male,"https://en.wikipedia.org/wiki/Philip_II,_Duke_of_Savoy"
270,"In Altenburg on 7 January 1593, Johann married Dorothea Maria of Anhalt .",في ألتنبورغ في 7 يناير 1593 تزوج يوهان من دوروثيا ماريا من أنهالت.,7 января 1593 года Иоганн женился в Альтенбурге на Доротее Марии Ангальтской.,"En Altenburgo el 7 de enero de 1593, Juan se casó con Dorotea María de Anhalt .​ ",Q68238,"John II, Duke of Saxe-Weimar",['aristocrat'],male,"https://en.wikipedia.org/wiki/Johann_II,_Duke_of_Saxe-Weimar"
271,"He was the second son of Johann Wilhelm, Duke of Saxe-Weimar and Dorothea Susanne of Simmern.",هو الابن الثاني لـ يوهان ويليم، دوق ساكس-فايمار وزوجته دوروثيا سوزان من سيمرن.,Иоганн был вторым сыном саксен-веймарского герцога Иоганна Вильгельма и Доротеи Сусанны Симмернской.,"Era el segundo hijo de Juan Guillermo, duque de Sajonia-Weimar y Dorotea Susana de Simmern.",Q68238,"John II, Duke of Saxe-Weimar",['aristocrat'],male,"https://en.wikipedia.org/wiki/Johann_II,_Duke_of_Saxe-Weimar"
272,"He was born in The Hague, a son of William I of Holland and his first wife, Adelaide of Guelders.",ولد في لاهاي، ابن ويليام الأول من هولندا وزوجته الأولى، أديلايد من خيلدرز.,"Он был рожден в Гааге, сын Вильгельма I Голландского и его первой жены, Аделаиды Гелдернской.","Era hijo de Guillermo I, conde de Holanda, y de Adelaida de Güeldres.",Q77256,"Floris IV, Count of Holland",['aristocrat'],male,"https://en.wikipedia.org/wiki/Floris_IV,_Count_of_Holland"
273,Floris IV  was the count of Holland from 1222 to 1234.,فلوريس الرابع ، كونت مقاطعة هولندا من 1222 إلى 1234.,Флорис IV — граф Голландии с 1222 по 1234 год.,Florencio IV de Holanda fue conde de Holanda desde 1222 a 1234.,Q77256,"Floris IV, Count of Holland",['aristocrat'],male,"https://en.wikipedia.org/wiki/Floris_IV,_Count_of_Holland"
274,"Peter II  was Count of Saint-Pol, of Brienne, Marle, and Soissons.",بيير الثاني ‏ ؛ كان كونت سان بول وبريين، ومارل وسواسون.,"Пьер II — граф де Марль, де Суассон, де Сен-Поль и де Бриенн.","Pedro II , fue Conde de Saint-Pol, de Brienne, Marle, y Soissons.",Q480455,"Peter II, Count of Saint-Pol",['aristocrat'],male,"https://en.wikipedia.org/wiki/Peter_II,_Count_of_Saint-Pol"
275,"He was the second eldest son of Louis de Luxembourg, Count of Saint-Pol, and Jeanne de Bar, Countess of Marle and Soissons, daughter of  Robert of Bar, Count of Marle and Soissons and Jeanne de Béthune.",هو الأبن البكر لـ لويس دي لوكسمبورغ، كونت سان بول وجين دي بار، كونتيسة مارل وسواسون؛ ابنة روبرت أوف بار، كونت مارل وسواسون وجين دي بيثون.,"Второй сын коннетабля Франции Луи де Люксембурга и Жанны де Бар, графини де Марль и де Суассон, дочери Роберта де Бар, герцога Марльского и Суассонского и Жанны де Бетунь.","Fue el segundo hijo de Luis de Luxemburgo, Conde de Saint-Pol, y de Juana de Bar, Condesa de Marle y Soissons, hija de Robert de Bar, Conde de Marle y Soissons y de Juana de Béthune.",Q480455,"Peter II, Count of Saint-Pol",['aristocrat'],male,"https://en.wikipedia.org/wiki/Peter_II,_Count_of_Saint-Pol"
276,"At first, they agreed to a common household of all seven brothers in the Schloss Friedenstein, though this arrangement endured only until 1676.",وفي البداية وافق على الحكم المشترك لجميع الإخوة السبعة في شلوس فريدنشتاين، ومع ذلك هذا الترتيب استمر حتي 1676.,"Поэтому у семи братьев поначалу был общий двор в замке Фриденштайн, просуществовавший однако только до 1676 года.","En un principio, acordaron residir en común los siete hermanos en el palacio de Friedenstein, aunque este acuerdo solo duró hasta 1676.",Q63770,Frederick I,['aristocrat'],male,"https://en.wikipedia.org/wiki/Frederick_I,_Duke_of_Saxe-Gotha-Altenburg"
277,"This was finally accomplished on 24 February 1680; Frederick kept Gotha, Tenneberg, Wachsenburg, Ichtershausen, Georgenthal, Schwarzwald, Reinhardsbrunn, Volkenrode, Oberkranichfeld, Orlamünde, Altenburg and Tonna.",وتحقق هذا أخيراً في 24 فبراير 1680: بحيث حافظ فريدرش على غوتا، تنبرغ، فاسينبورغ، إيشترسهاوزن، كوركنتال، شوارزوالد، راينهاردزبرون، فولكينرود، أوبيركرانتشفيلد، أورلامونده، ألتنبورغ، تونا.,"Ему наконец это удалось 24 февраля 1680 года; Фридрих сохранил за собой амты Гота, Теннеберг, Ваксенбург, Ихтерхаузен, Георгенталь, Шварцвальд, Райнхардсбрунн, Фолькенроде, Оберкранихфельд, Альтенбург, Лейхтенбург и Орламюнде.","Esto finalmente se cumplió el 24 de febrero de 1680; Federico mantuvo Gotha, Tenneberg, Wachsenburg, Ichtershausen, Georgenthal, Schwarzwald, Reinhardsbrunn, Volkenrode, Oberkranichfeld, Orlamünde, Altemburgo y Tonna.",Q63770,Frederick I,['aristocrat'],male,"https://en.wikipedia.org/wiki/Frederick_I,_Duke_of_Saxe-Gotha-Altenburg"
278,"Frederick took part in the Great Turkish War against the Turks, and in the War of the Grand Alliance against France.",شارك فريدرش في الحرب التركية العظمى ضد الأتراك، وأيضا شارك في حرب التحالف الكبير ضد فرنسا.,"Фридрих принимал участие в защите Вены, которую в 1683 году осадили турки, и в имперской войне против Франции.","Federico tomó parte en la Gran Guerra Turca contra los turcos, y en la Guerra de la Gran Alianza contra Francia.",Q63770,Frederick I,['aristocrat'],male,"https://en.wikipedia.org/wiki/Frederick_I,_Duke_of_Saxe-Gotha-Altenburg"
279,"In 1674 Ernst, who was already ill, made Frederick the regent of his entire lands.",وعندما أصبح إرنست مريضاً في 1674 جعل فريدرش حاكما على كامل أراضيه.,В 1674 году ослабевший здоровьем отец передал Фридриху власть во всех своих землях.,"En 1674 Ernesto, que ya estaba enfermo, convirtió a Federico en regente de todos sus territorios.",Q63770,Frederick I,['aristocrat'],male,"https://en.wikipedia.org/wiki/Frederick_I,_Duke_of_Saxe-Gotha-Altenburg"
280,Rorgon II  was the Count of Maine from 849–865.,رورجون الثاني كان كونت مين فترة 849-865.,Роргон II — граф Мейнский с 849 по 865 годах.,Rorgon II  fue el conde de Maine desde 849 hasta 865.,Q1620038,Rorgon II of Maine,['aristocrat'],male,https://en.wikipedia.org/wiki/Rorgon_II_of_Maine
281,He was the eldest son of Rorgon I.,كان الابن البكر لرورجون الأول.,Он был старшим сыном Роргона II.,Fue el hijo mayor de Rorgon I.,Q1620038,Rorgon II of Maine,['aristocrat'],male,https://en.wikipedia.org/wiki/Rorgon_II_of_Maine
282,"As Count, he succeeded Gauzbert , and was succeeded by his own brother, Gauzfrid.",ككونت، خلف غوزبرت، وخلفه أخوه، غوزفريد.,Графство Мэн унаследовал его брат Гозфрид.,"Como conde, sucedió a Gauzberto , y le sucedió su propio hermano, Gosfrido.",Q1620038,Rorgon II of Maine,['aristocrat'],male,https://en.wikipedia.org/wiki/Rorgon_II_of_Maine
283,They had three children:,أنجبا ثلاثة أطفال.,У них родилось трое детей:,La pareja tuvo tres hijos:,Q501446,Prince Andrej of Yugoslavia,['aristocrat'],male,https://en.wikipedia.org/wiki/Prince_Andrew_of_Yugoslavia
284,The couple had no issue.,الزوجان ليس لديهما مشكلة.,Третий брак был бездетным.,La pareja no tuvo ningún problema.,Q501446,Prince Andrej of Yugoslavia,['aristocrat'],male,https://en.wikipedia.org/wiki/Prince_Andrew_of_Yugoslavia
285,"After the fall of the monarchy in Yugoslavia, he went into exile in London, where, after graduating in mathematics from Clare College, Cambridge University, he became an insurance broker.",بعد سقوط النظام الملكي في يوغوسلافيا، ذهب إلى المنفى في لندن، حيث بعد تخرجه في الرياضيات من كلير كوليدج، جامعة كامبريدج، أصبح سمسار تأمين,"После падения монархии в Югославии он стал беженцем в Лондоне, где окончил математический Клэр-колледж в Кембридже, а затем работал страховым брокером.","Después de la caída de la monraquia en Yugoslavia, se exilió en Londres, donde, después de graduarse en matemáticas en el Clare College de la Universidad de Cambridge, se convirtió en corredor de seguros.",Q501446,Prince Andrej of Yugoslavia,['aristocrat'],male,https://en.wikipedia.org/wiki/Prince_Andrew_of_Yugoslavia
286,"At the age of 30, the Duke died unexpectedly of a heart attack at the stop-over in Schloß Hirsau.",وفي سن الثلاثين، توفي الدوق بشكل غير متوقع بنوبة قلبية في محطة توقف في شلوس هيرساو.,В возрасте 30 лет герцог совершенно внезапно умер от сердечного приступа в замке Хирсау.,"A los 30 años, el duque murió inesperadamente cuando estaba haciendo escala en el Castillo de Hirsau.",Q61212,"William Louis, Duke of Württemberg",['aristocrat'],male,"https://en.wikipedia.org/wiki/William_Louis,_Duke_of_W%C3%BCrttemberg"
287,"William Louis was born in Stuttgart, the ninth child of Eberhard III, Duke of Württemberg, and his first wife Anna Katharina of Kyrburg.",ولد ويليام لويس في شتوتغارت، وهو الطفل التاسع لايبرهارد الثالث دوق فورتمبيرغ، من زوجته الأولى آنا كاتارينا من كيربرج.,"Вильгельм Людвиг, родившийся в Штутгарте, — девятый ребёнок в семье герцога Эберхарда III Вюртембергского и его первой супруги Анны Катарины Кирбургской.","Guillermo Luis nació en Stuttgart, el noveno hijo de Everardo III, Duque de Wurtemberg, y su primera esposa, Ana Catalina de Salm-Kyrburg.",Q61212,"William Louis, Duke of Württemberg",['aristocrat'],male,"https://en.wikipedia.org/wiki/William_Louis,_Duke_of_W%C3%BCrttemberg"
288,"His widow Magdalena Sibylla became regent of Württemberg between 1677 and 1693, until her son reached adulthood.",وأصبحت أرملته ماجدالينا سيبيلا وصية على دوقية فورتمبيرغ بين عامي 1677 و1693، حتى بلغ ابنها سن الرشد.,Его 26-летняя вдова Магдалена Сибилла правила в Вюртемберге с 1677 по 1693 годы до достижения сыном Эберхардом Людвигом 16-летия.,"Su viuda, Magdalena Sibila, se convirtió en regente de Wurtemberg entre 1677 y 1693, cuando su hijo llegó a la edad adulta.",Q61212,"William Louis, Duke of Württemberg",['aristocrat'],male,"https://en.wikipedia.org/wiki/William_Louis,_Duke_of_W%C3%BCrttemberg"
289,He was married in Arolsen on the 30 November 1680 to Sophie of Waldeck.,تزوج إرنست في آرولزن في 30 نوفمبر 1680 من صوفي من فالديك.,30 ноября 1680 года Эрнст женился в Арользене на Софии Генритте Вальдекской.,Contrajo matrimonio en Arolsen el 30 de noviembre de 1680 con Sofía Enriqueta de Waldeck.,Q657591,"Ernest, Duke of Saxe-Hildburghausen",['aristocrat'],male,"https://en.wikipedia.org/wiki/Ernest,_Duke_of_Saxe-Hildburghausen"
290,"In 1710 he approved the building in his lands of a new city of French Huguenot families, who were driven out after the Edict of Nantes from France.",في 1710 وافق على بناء أراضي في مدينة جديدة لأسر هوغونوت الفرنسية الذين تم طردهم حسب مرسوم نانت في فرنسا.,"Эрнст разрешил селиться в своих владениях семьям французских гугенотов, бежавших из Франции после отмены Нантского эдикта.","En 1710 aprobó la construcción en su territorio de una nueva ciudad formada por familias hugonotes francesas, quienes habían sido expulsadas de Francia tras el Edicto de Nantes.",Q657591,"Ernest, Duke of Saxe-Hildburghausen",['aristocrat'],male,"https://en.wikipedia.org/wiki/Ernest,_Duke_of_Saxe-Hildburghausen"
291,"He was the ninth but sixth surviving son of Ernest I, Duke of Saxe-Gotha and Elisabeth Sophie of Saxe-Altenburg.",كان إرنست الأبن التاسع، والسادس على قيد الحياة لـ إرنست الأول، دوق ساكس غوتا وإليزابيث صوفي من ساكس-ألتنبورغ.,"Эрнст был девятым формально, но шестым выжившим сыном Саксен-Готского герцога Эрнста I и герцогини Саксен-Альтенбургской Елизаветы Софии.","Fue el noveno hijo varón, aunque el sexto que sobrevivió a la infancia, del Duque Ernesto I de Sajonia-Gotha e Isabel de Sofía Sajonia-Altenburgo.",Q657591,"Ernest, Duke of Saxe-Hildburghausen",['aristocrat'],male,"https://en.wikipedia.org/wiki/Ernest,_Duke_of_Saxe-Hildburghausen"
292,"He carried a letter of recommendation from Bernard of Clairvaux addressed to Manuel I Komnenos, Byzantine Emperor; he is listed among the notables present at the assembly held by Baldwin III of Jerusalem at Acre on 24 June 1148.",كان يحمل رسالة توصية من برنارد من كليرفو موجه إلى مانويل كومنينوس إمبراطور البيزنطيين، وهو واحد من شخصيات البارزة في المجلس الذي عقده بالدوين الثالث ملك بيت المقدس في 24 يونيو 1148.,"С собой у него было рекомендательное письмо от Бернана Клерво, адресованное Мануэлю I Комненомк, византийскому императору; Его имя стоит в списке присутствующих нотаблей на собрании, проведённом Балдуином III Иерусалимским в Акре 24 июня 1148 года.",Portaba una carta de recomendación emitida por Bernardo de Claraval al emperador bizantino Manuel I Comneno; aparece en la relación de notables presentes en el Consejo de Acre celebrado por Balduino III de Jerusalén en Acre el 24 de junio de 1148.,Q364517,"Henry I, Count of Champagne",['aristocrat'],male,"https://en.wikipedia.org/wiki/Henry_I,_Count_of_Champagne"
293,"In 1164, Henry married Marie of France, daughter of Louis VII of France and Eleanor of Aquitaine.",تزوج هنري، في 1164، من ماري من فرنسا أبنة الملك لويس السابع من فرنسا و إليانور من آكيتاين.,"Жена:  Мария Французская , дочь Людовика VII Молодого, короля Франции и Элеоноры Аквитанской.","En 1164, Enrique se había casado con María de Francia, hija de Luis VII y Leonor de Aquitania.",Q364517,"Henry I, Count of Champagne",['aristocrat'],male,"https://en.wikipedia.org/wiki/Henry_I,_Count_of_Champagne"
